Item,Description,Unit,Cost
451100184,MAQ ZONTA RTO-TRONZADOR,PZ,384.8
424588242,MECHA EZETA COLA CONICA 56.00 MM,PZ,385.39
450802594,MECHA EZETA COLA CONICA 25.50 MM,PZ,385.74
451305567,COLA A-20 SINTETICA x     1/2  KG,PZ,386.08
450906113,MECHA EZETA CILINDRICA A/R  0.50 MM,PZ,390
451305240,TEJ ROMBO ACINDAR 150-50-14-10 ML,PZ,390.45
450805146,MACHO URANGA A/RAPIDO BSP  1/8 x 28,PZ,390.92
451305568,COLA A-20 SINTETICA x     800  GR,PZ,391.59
450812128,CORREA SECCION A N.43,PZ,393.64
450813446,PICO GHERARDI PTA-PALA 102 MM,PZ,394.38
451305378,DESINFECT ALLEMANDI LAVANDA 12x1 LT,PZ,395.01
424572429,PITON HO PUL ESCUAD  25 - 100 x  50,PZ,396.18
450819339,MECHA EZETA COLA CONICA 43.00 MM,PZ,400
451305299,TORNILLO TIRAFONDO GALV 1/4 x2,PZ,403.18
451305307,TORNILLO TIRAFONDO GALV 1/4 x4 1/2,PZ,403.18
451305367,LIMPIAMANOS ALLEMANDI POLVO 24x400G,PZ,403.18
450812911,TOPE AUTOADHESIVO RECTANGULAR,PZ,408.32
451305303,TORNILLO TIRAFONDO GALV 1/4 x3,PZ,408.69
451305308,MACHO URANGA A/RAPIDO M  7 x 0.75,PZ,408.69
451305368,LIMPIAMANOS ALLEMANDI POLVO 12x850G,PZ,408.69
451305569,COLA A-20 SINTETICA x  1       KG,PZ,408.69
413063116,CLAVO C/CHATA 10-30,PZ,408.77
424582566,CADENA P/PERRO N.10 LARGO 2.20 MT,PQ,409.41
424564916,CARRETILLA CUART TELESCOPICA  70 LT,PZ,410.07
424564917,CANASTO CHAPA P/ALBAÃ‘IL 1 PZA,PZ,410.07
424561623,PITON HO PUL ESCUAD  20 -  40 x 100,PZ,413.13
451305518,COLA T-15 P/TELGOPOR  1    KG,PZ,414.2
451305570,COLA A-20 SINTETICA x  6       KG,PZ,414.2
424580017,CLAVO C/PLOMO  63 MM x 100 U,PZ,415.9
450303111,MECHA EZETA CILIND TITANIO  4.00 MM,PZ,416
450811590,CORREA SECCION A N.39,PZ,416
450803419,CAÃ‘O CRISTAL 25 - 31  x  25 MT,PZ,418.89
450812993,BROCA MANUAL - MANGO BTU12 1/2,PZ,419.58
450813960,RIEGO ACOPLE RAPIDO H 1/2,PZ,425.22
424580039,CHAIRA BIASSONI LISA 12 - 305 MM,PZ,425.57
424585130,TABLA PLANCHAR ECO C/POSA PLANCHA,PZ,425.57
424580023,CADENA P/PERRO N.11 LARGO 2.20 MT,PZ,425.98
451305603,CANDADO 606 40MM JGO  6 PZS MAESTRO,PZ,431.68
450800788,CORREA SECCION A N.58,PZ,435.4
450905296,GANCHO CONTRA VIENTO 24 -  90 x 15,PZ,436.8
451305519,COLA T-15 P/TELGOPOR  6    KG,PZ,437.19
450800898,CALEFACTOR P/MICROGARRAFA,PZ,437.56
450813645,CLAVO P/PARIS FRACC  7,PZ,437.83
450811339,MACHO URANGA A/RAPIDO M 12 x 1.50,PZ,438.26
450818796,CLAVO C/CHATA 12-30,PZ,440
450302953,HILO ALGODON CRUDO 10 x 100 GR,PZ,441.15
451305316,TORNILLO TIRAFONDO GALV 5/16x2 3/4,PZ,442.7
451305318,TORNILLO TIRAFONDO GALV 5/16x3 1/4,PZ,442.7
451305550,MACHO URANGA A/RAPIDO M  6 x 0.50,PZ,442.7
451305628,CAÃ‘O ALTA PRESION ROJO 10 MM x50 MT,PZ,442.7
451300793,CLAVO ESCUADRA PUL 24 - 110,PZ,444.23
424572631,REGADERA CHAPA GALV RTO-FLOR,PZ,445.74
424590997,PITON HO PUL ESCUAD  19 -  50 x 100,PZ,445.94
451305577,CAÃ‘O RIEGO BLUE 1     x 25 MT,PZ,446.12
450819917,MECHA EZETA COLA CONICA 43.25 MM,PZ,450
450819918,MECHA EZETA COLA CONICA 43.50 MM,PZ,450
450409214,CURVA CHAPA GALV CORRUGADA 3 ANG 90,PZ,451.348842252
450813116,CORREA SECCION A N.38,PZ,453.65
450802761,ABRAZ AMERICANA 3002/5  30 -  40 MM,PZ,453.66
422000834,CINTA EVEL 110 STANDARD    10 MT,PZ,456.65
450803321,GRAMPA P/CERCO  8-38 MM,PZ,456.72
451305317,TORNILLO TIRAFONDO GALV 5/16x3,PZ,459.42
451305319,TORNILLO TIRAFONDO GALV 5/16x3 1/2,PZ,459.42
450812916,MECHA EZETA COLA CONICA  9.50 MM,PZ,461.06
450409102,TOR P/AGUJ C/TROMP P/MAD  8 x 3,PZ,462.407925676
450409103,TOR P/AGUJ C/TROMP P/MAD 10 x 1 1/2,PZ,462.407925676
424595668,TENAZA GHERARDI ARMAD N.12 ME CORTE,PZ,464.39
450409207,SOMBRERETE DOBLE ALA GALV 6,PZ,466.670280746
450409208,SOMBRERETE TIPO H GALV 3,PZ,466.670280746
450409209,SOMBRERETE TIPO H GALV 4,PZ,466.670280746
450409210,SOMBRERETE TIPO H GALV 6,PZ,466.670280746
450409211,CURVA CHAPA GALV CORRUGADA 3 ANG 45,PZ,466.670280746
450409212,CURVA CHAPA GALV ARTICULADA 3,PZ,466.670280746
450409213,CAÃ‘O VENTILACION CHAPA GALV 6,PZ,466.670280746
424566339,CORTINA P/BAÃ‘O COMPLETA BLANCA,PZ,466.7
450900139,SELLA ROSCAS DUKE  90 GR,PZ,467.14
450803061,PALA GHERARDI FORJ ANCHA        C/C,PZ,469.07
451305578,CAÃ‘O RIEGO BLUE 1     x 50 MT,PZ,470.25
450820451,RIEGO ROCIA GIRAT C/BASE ACOPLE RAP,PZ,470.8
451305571,COLA A-20 SINTETICA x 24       KG,PZ,471.2
424580480,MECHA EZETA CILIND TITANIO 12.25 MM,PZ,473.33
451305324,TORNILLO TIRAFONDO GALV 3/8 x1,PZ,473.48
450812705,CINTA PASACABLES FLEJE 15 MT,MT,474.34
451305458,PINTURA MATRA AEROSOL NEGRO MATE,PZ,476.9
451305572,CEMENTO 101 DE CONTACTO x 18     LT,PZ,476.9
451305594,CAÃ‘O HIDROCARBURO  8 - 13  x 50 MT,PZ,476.9
450409197,ESQUINERO ANG CROM  100 x 100 MM,PZ,478.305358099
450409198,ESQUINERO ANG CROM   90 x  90 MM,PZ,478.305358099
450409199,CAÃ‘O VENTILACION CHAPA GALV 3,PZ,478.305358099
450409200,CAÃ‘O VENTILACION CHAPA GALV 4,PZ,478.305358099
450409201,ESQUINERO ANG CROM   50 x  50 MM,PZ,478.305358099
450409202,ESQUINERO ANG CROM   38 x  38 MM,PZ,478.305358099
450409203,CURVA CHAPA GALV ARTICULADA 4,PZ,478.305358099
450409204,CURVA CHAPA GALV ARTICULADA 6,PZ,478.305358099
450800572,MACHO URANGA A/RAPIDO M 14 x 1.50,PZ,479.38
450813858,BIS FICHA P/SOLD REF  60-33   x 2.5,PZ,480.48
451305325,TORNILLO TIRAFONDO GALV 3/8 x1 1/4,PZ,480.51
451305520,COLA W-3 RESISTENTE AL AGUA x  1 KG,PZ,482.41
450803773,ADAP PHILLIPS P/AUTOPERF  2 x 50 MM,PZ,482.52
424590192,CADENA P/PERRO N.10 LARGO 1.70 MT,PZ,483.74
450814866,TENSOR ACERO GALV IMP  3/8,PZ,484.56
424582109,TELA M/SOMBRA  50 MT NEGR-VERDE 80%,CJ,489.42
424585129,CINTA TEFLON  1     x 20 MT,PZ,491.4
450901079,CLAVO ACERO GALV 1.7 - 20 x 400,PZ,493.71
450800074,ANAFE 2 HORN ENLOZ C/ROB GAS NAT,PZ,495.53
450800741,GRIFERIA VENUS BIDET BLANCO,PZ,496.85
450812094,PUNTA GHERARDI HEXAGONAL 18-21 350,PZ,496.98
450813941,CLAVO C/CHATA 12-35,PZ,498.24
450813965,PALA GHERARDI ESTAMPADA CARBONERA,PZ,498.66
424573979,MACHO URANGA A/RAPIDO M 20 x 2.00,PZ,499.2
451305311,TORNILLO TIRAFONDO GALV 5/16x1 1/2,PZ,499.89
450802636,FAROL RTO-PICO BRONCE,PZ,501.48
422003008,MECHA EZETA COLA CONICA 53.00 MM,PZ,501.96
424595576,AZADA GHERARDI MENDOCINA 3 1/2  LBS,PZ,503.67
451404424,MAQ ZONTA CORTA CERAMICO 33 CM,PZ,504.9
424588344,CLAVO PUNTA PARIS 4      x 20 KG,PZ,508.62
451305581,TORNILLO TIRAFONDO GALV 5/16x1 1/4,PZ,510.91
451305582,CANDADO 606 30 MM ARCO ALTO  52 MM,PZ,510.91
451305583,TORNILLO TIRAFONDO GALV 1/4 x5,PZ,510.91
451305584,CANDADO 606 40 MM,PZ,510.91
424561239,VENTOSA DE GOMA,PZ,511.97
450803605,TENDEDERO PIE PLEG 8 V ALAMB C/ALAS,PZ,514.2
424573100,MECHA EZETA CILIND TITANIO 12.00 MM,PZ,514.43
424573151,RIEGO REGADOR 1V ACOPLE ESPIGA,PZ,515.58
424570584,MECHA EZETA CILIND TITANIO  6.25 MM,PZ,515.84
451305618,CABEZAL P/CORTINA MOSQUERA  90 CM,PZ,516.8
451305326,TORNILLO TIRAFONDO GALV 3/8 x1 1/2,PZ,518.7
450815994,ESCARDILLO CORAZON Y PALA 67 MM,PZ,519
451305579,CANDADO 606 18 MM,PZ,520.22
451305580,CANDADO 606 25 MM,PZ,520.22
451305604,CANDADO 606 40MM JGO 12 PZS MAESTRO,PZ,520.22
450815487,LIJA AA COLORADO RUBI G.150 FIN,PZ,527.3
424593693,SOPAPA ACERO DE PILETA    50 MM,PZ,530.3
424595577,AZADA GHERARDI CARPIR N.0,PZ,531.41
424588435,MAQ ZONTA RTO-PALANCA 33,PZ,531.627871123
450801968,CORREA SECCION O N.19,PZ,536.81
450819912,MECHA EZETA COLA CONICA 45.75 MM,PZ,538
450814069,ABRAZ AMERICANA 3012   130 - 145 MM,PZ,538.2
424564067,PITON HO PUL ESCUAD  20 -  50 x 100,PZ,540.54
451305267,TEJ ROMBO ACINDAR 180-63-12-10 ML,PZ,544.92
451305442,PINTURA MATRA AEROSOL BERMELLON,PZ,544.92
451305443,PINTURA MATRA AEROSOL BLANCO,PZ,544.92
450817091,MECHA EZETA COLA CONICA 20.75 MM,PZ,549.12
424596566,CAÃ‘O CONDUIT GALV 1 1/4 x 6.40 MT,PZ,554.16
450814057,CLAVO C/CHATA 10-35,PZ,555.95
450905093,MECHA EZETA CILINDRICA A/R 15.25 MM,PZ,557.44
424573152,GUANTE LATEX P/CORTO 10 1/2,PZ,557.61
450906087,ARGOLLA NIQUELADA 15 MM,PZ,560
424566338,CAÃ‘O CONDUIT GALV   1/2 x 6.40 MT,CJ,561.5
424589579,MECHA EZETA CILINDRICA A/R 19.50 MM,PZ,561.79
450817046,MECHA EZETA COLA CONICA 22.00 MM,PZ,562.21
424588135,CINTA EVEL 215 PROFESIONAL 15 MT,PZ,562.5
424570217,GANCHO CONTRA VIENTO 25 - 170 x 15,PZ,563.68
424570218,GANCHO CONTRA VIENTO 24 - 180 x 15,PZ,563.68
424588490,CLAVO ACERO GALV 1.7 - 25 x 200,PZ,563.88
450803637,BIS FICHA P/SOLD REF 100- 8   x 2.5,PZ,566.78
450815316,GUARDACABO GALV   3/16,PZ,567.48
424500055,CANDADO 606 TRABA PARA TELEFONO,PZ,567.7
424580993,MECHA EZETA CILIND TITANIO  5.75 MM,CJ,568.26
424564898,BANDA AA TELA 100x610 O/A MAD G.120,PZ,568.4
450409215,CURVA CHAPA GALV CORRUGADA 4 ANG 90,PZ,569.888392706
450409216,PASADOR PUERTA CHAPA  22x200 CINC,PZ,569.888392706
450811137,CLAVO ACERO ESC GALV 3.0 - 40 x100,PZ,569.92
450815773,CLAVO ESCUADRA PUL 25 - 120,PZ,569.92
424588483,CLAVO ACERO ESC GALV 4.5 -120 x 50,PZ,570.623253296
424595639,BANDA AA TELA 100x620 O/A MAD G. 80,PZ,571.83
450815389,CLAVO ACERO ESC GALV 3.0 - 30 x100,PZ,573.3
424591405,AEROSOL PENETRIT 312 GRASA GRAF 180,PZ,576.31
450409110,HORQUILLA GHERARDI 4 PUAS C/LARGO,PZ,576.339524703
450409111,HORQUILLA GHERARDI 5 PUAS C/CORTO,PZ,576.339524703
450812119,BROCA MANUAL - MANGO BTU36 3/16,PZ,578.28
450819595,GUARDACABO GALV   9/16,PZ,580.96
424564412,CLAVO C/CHATA  6-12,PZ,581.94
424580483,MECHA EZETA WIDIA CORTA  5 MM,PZ,582.94
424565501,BANDA AA TELA 100x610 O/A MAD G.100,PZ,583.6
451301147,ARGOLLA NIQUELADA 18 MM,PZ,585.1
450803638,TENSOR ACERO GALV IMP  9/16,PZ,585.99
450409217,PASADOR PUERTA CHAPA  22x180 CINC,PZ,586.246620271
450409218,RODILLO P/CEMENTISTA 170 MM,PZ,586.246620271
450409246,ESQUINERO ANG CROM   76 x  76 MM,PZ,586.8226142
450409247,ESQUINERO ANG CROM   64 x  64 MM,PZ,586.8226142
450409248,ESQUINERO ANG CROM   25 x  25 MM,PZ,586.8226142
450802565,SELLADOR S-28 SILIC BLANCO 300 GR,PZ,588.12
451305540,CINTA PVC P/SILLON NARANJA  x 50 MT,PZ,590.52
451305630,CANILLA MET SIMPLE P/LAVARROPA 1/2,PZ,590.52
450803885,GRAMPA P/CORREA N.65,PZ,591.76
422000808,MAQ ZONTA PERFORADORA PARA TALADRO,CJ,594.77
450815468,GANCHO J P/GALPON COMP 1/4 x  80 MM,PZ,602.04
450803724,CLAVO ACERO ESC GALV 3.5 - 50 x100,PZ,607.36
451305521,COLA W-3 RESISTENTE AL AGUA x  6 KG,PZ,607.62
451305551,CEMENTO 81 DE CONTACTO  x 18     LT,PZ,607.62
450303138,MECHA EZETA CILIND TITANIO  7.00 MM,PZ,608.49
424572202,MECHA EZETA DE CENTRAR 2.00 MM,PZ,610.76
450812987,MECHA EZETA WIDIA BOSCH 18 x 300 MM,PZ,612.03
424573287,CARCIMA 1004 JARDIN 3 PIEZAS,PZ,618.8
424570095,HILO CHORICERO 10 x 100 GR,PZ,622.8
424572390,MECHA EZETA WIDIA CORTA 12 MM,PZ,622.8
451102176,AEROSOL PENETRIT 802 GRAF SPRAY 115,PZ,630.85
451305536,CINTA TEJ P/SILLON VIOLETA   x 100 MT,PZ,631.37
451305537,CINTA PVC P/SILLON AMARILLO x 50 MT,PZ,631.37
451305538,CINTA PVC P/SILLON AZUL     x 50 MT,PZ,631.37
451305539,CINTA PVC P/SILLON BLANCO   x 50 MT,PZ,631.37
451305573,CAÃ‘O RIEGO BLUE   1/2 x 25 MT,PZ,632.51
451305575,CAÃ‘O RIEGO BLUE   3/4 x 25 MT,PZ,632.51
451305576,CAÃ‘O RIEGO BLUE   3/4 x 50 MT,PZ,632.51
451305444,PINTURA MATRA AEROSOL BLANCO MATE,PZ,635.74
451305445,PINTURA MATRA AEROSOL CELESTE,PZ,635.74
450812990,CLAVO ESCUADRA PUL 21 -  80,PZ,641.77
450805138,NIVEL EVEL ALUMINIO  45 CM,PZ,642.72
450409234,LEBRILLO CHAPA GALV REF N.16  18 LT,PZ,643.385217963
450409235,PALA GHERARDI POCERA C/HIERRO,PZ,643.385217963
450409236,ESPATULA S JUANA ENDUIR 200 MM,PZ,643.385217963
450409237,ESPATULA S JUANA ENDUIR 220 MM,PZ,643.385217963
450409238,ABRAZ GALV CAÃ‘O ELECTRICIDAD 1 1/4,PZ,643.385217963
450409239,ABRAZ GALV CAÃ‘O ELECTRICIDAD 1,PZ,643.385217963
450409240,ABRAZ GALV CAÃ‘O ELECTRICIDAD   7/8,PZ,643.385217963
450409241,ABRAZ GALV CAÃ‘O ELECTRICIDAD   3/4,PZ,643.385217963
450409242,ABRAZ GALV CAÃ‘O ELECTRICIDAD   5/8,PZ,643.385217963
424574046,GANCHO ESTIRA TEJ GALV 5/16 x  7,PZ,645.84
450400733,GANCHO CONTRA VIENTO 24 - 140 x 15,PZ,648.96
451305636,CAÃ‘O RIEGO GREEN   1/2 x 50 MT,PZ,650.18
450905468,RIEL RTO-TOPE PLAST 1 TIRAJE  x  10,PZ,653.11
450812373,CORTINA P/BAÃ‘O RTO-PROTECT CELESTE,PZ,654.99
450802576,ABRAZ AMERICANA 3007    70 -  85 MM,PZ,655.04
450815815,MECHA EZETA COLA CONICA 48.75 MM,PZ,656.24
451305446,PINTURA MATRA AEROSOL CREMA,PZ,658.73
424593566,CABLE CORDON  3.0 MM 1 x 19,PZ,665
424593567,CABLE CORDON  3.5 MM 1 x 19,PZ,665
424593568,CABLE CORDON  4.0 MM 1 x 19,PZ,665
450800955,MECHA EZETA COLA CONICA 33.75 MM,PZ,665.6
424581100,MECHA EZETA CILIND TITANIO  4.25 MM,PZ,680.1
451305323,TORNILLO TIRAFONDO GALV 5/16x5 1/2,PZ,681.34
451305438,PINTURA MATRA AEROSOL AMARILLO MEDIO,PZ,683.62
451305439,PINTURA MATRA AEROSOL AZUL MARINO,PZ,683.62
451305312,TORNILLO TIRAFONDO GALV 5/16x1 3/4,PZ,689.89
451305313,TORNILLO TIRAFONDO GALV 5/16x2,PZ,689.89
451305314,TORNILLO TIRAFONDO GALV 5/16x2 1/4,PZ,689.89
451305315,TORNILLO TIRAFONDO GALV 5/16x2 1/2,PZ,689.89
451100003,AEROSOL PENETRIT 311 GRASA LIT  180,PZ,698.85
450818533,CINTA EVEL 220 PROFESIONAL 20 MT,PZ,700
424594393,MACHO TAP A/LAMINADO NF   10  x 32,PZ,700.5
424590303,CLAVO C/REDONDA 12-20,PZ,706.15
424580487,MECHA EZETA WIDIA CORTA 18 MM,CJ,716.22
424564981,MECHA EZETA WIDIA LARGA 400 12 MM,PZ,722.03
451305457,CEMENTO 81 DE CONTACTO  x  4     LT,PZ,726.94
451305574,CAÃ‘O RIEGO BLUE   1/2 x 50 MT,PZ,726.94
424566108,GRAMPA PRENSA CABLE GALV   3/16,PZ,734.61
424594249,MACHO URANGA A/ALEADO M 10 x 1.00,PZ,735
424564417,BANDA AA TELA 100x610 O/A MAD G. 50,PZ,735.84
450811235,GRAMPA P/CAJONERO 12-16,PZ,749.77
450600365,TELA MOSQ ALUM UNIV 0.82 x 30.0 MT,PQ,749.86
450409233,ANTIPARRA CAJA ENTERA  C/VENT ELEV,PZ,767.6847077
424588706,CLAVO CAJ PULIDO FRACC  18-100,PZ,773.5
450925376,BARRAL 0.40MT C/LLAVE GARRAFA 10 KG,PZ,775.76
424589580,MECHA EZETA CILINDRICA A/R 19.75 MM,PZ,776.96
424589581,MECHA EZETA CILINDRICA A/R 17.25 MM,PZ,776.96
450400581,SOPORTE ANGULO P/RIEL T/AMER LARGO,PZ,778.08
424589588,MECHA EZETA CILINDRICA A/R 16.50 MM,PZ,780
450904964,BISAGRA T/1842 25 MM,PZ,784.21
451404407,PITON HO PUL ESCUAD  22 -  60 x 100,PZ,787.11
450409128,ESTAÃ‘O ALAMBRE C/RESINA 40% x 1 KG,PZ,787.498898835
450409129,ESTAÃ‘O ALAMBRE C/RESINA 50% x 1 KG,PZ,787.498898835
450409130,ESTAÃ‘O ALAMBRE C/RESINA 40% x 10 U,PZ,787.498898835
424588482,MECHA EZETA CILIND TITANIO  2.75 MM,PZ,790.4
424565591,CABLE CORDON  5.0 MM 1 x 19,PZ,799.07
424588997,BROCHE A PALANCA HO PULIDO,PZ,799.75
424581688,MECHA EZETA DOBLE PUNTA 4.20 MM,PQ,803.08
424572203,MECHA EZETA CILIND TITANIO  7.75 MM,PZ,810.28
451305455,CANDADO 606 38 MM,PZ,817.76
451305611,CANDADO 606 50MM JGO 12 PZS COMB,PZ,817.76
450814933,POLIET SIXCOM 4 x 100 x 100 NEGRO,PZ,819
424573178,MECHA EZETA COLA CONICA 60.00 MM,PZ,819.35
450409205,SOMBRERETE DOBLE ALA GALV 3,PZ,820.906546679
451305187,ESPATULA S JUANA ENDUIR 100 MM,PZ,828
451305188,ESC BARREHOJA EL ABUELO REGULABLE,PZ,828
451305356,HORM ALLEMANDI LIQ  12 x 500 CM3,PZ,828.78
424596201,PITON S/TOPE ESCUAD  BCE 19-50 x 50,PZ,830.79
424572357,MECHA EZETA DE CENTRAR 1.00 MM,PZ,832.59
450409112,HORQUILLA GHERARDI 5 PUAS C/LARGO,PZ,834.500003389
450409113,HORQUILLA GHERARDI 6 PUAS C/CORTO,PZ,834.500003389
451305451,POLIET SIXCOM 8 x 200 x  50 NEGRO,PZ,835.05
451305452,POLIET SIXCOM 8 x 100 x  50 NEGRO,PZ,835.05
451305450,CAJA METALICA A1 12x17x30 1 BANDEJA,PZ,835.06
424576699,GARRAFAS 3 KG,PZ,835.59
424591402,CACEROLA FUND ENLOZADA N. 8,PZ,838.48
451305380,FLUIDO ALLEMANDI DESINFECT  12x500,PZ,840.75
451305381,LLAVE PASO DUKE METAL ESFERA   1/2,PZ,840.75
451305456,CANDADO 606 30 MM,PZ,840.75
451305612,CANDADO 606 IMIT 32 MM TRABA SIMPLE,PZ,840.75
451305193,ESCARDILLO PALA Y 2 PUAS 59 MM,PZ,841.9
424572201,MECHA EZETA DOBLE PUNTA 6.10 MM,PZ,844.66
424594365,POLIET SIXCOM 6 x 200 x  50 CRISTAL,PZ,850
450817509,GANCHO J P/GALPON      1/4 x 100 MM,PZ,850
450600134,MECHA EZETA CILIND TITANIO  7.25 MM,PZ,850.18
451305541,CINTA PVC P/SILLON ROJO     x 50 MT,PZ,852.53
451305542,CINTA PVC P/SILLON VERDE    x 50 MT,PZ,852.53
450409118,CARCIMA 3329 TIJERA PODA MANUAL,PZ,852.931809095
450409119,ESTUFA FUND RECTANGULAR 65x36x26,PZ,852.931809095
424572002,MECHA EZETA CILIND TITANIO  5.25 MM,PZ,853.61
424589304,MECHA EZETA CILIND TITANIO  2.25 MM,PZ,854.01
424588705,CLAVO CAJ PULIDO FRACC  18-164,PZ,855.2
450805436,MECHA NEIKE WIDIA CORTA 12 MM,PZ,855.33
451305440,PINTURA MATRA AEROSOL AZUL TRAFUL,PZ,862.22
451305441,PINTURA MATRA AEROSOL BEIGE,PZ,862.22
450818815,PITON HO PUL ESCUAD  23 -  60 x 100,PZ,862.492183826
451305379,DESINFECT ALLEMANDI PINO    12x1 LT,PZ,863.36
451305382,LLAVE PASO DUKE METAL ESFERA   3/4,PZ,863.36
451305613,CANDADO 606 IMIT 38 MM TRABA SIMPLE,PZ,863.36
451305616,CABEZAL P/CORTINA MOSQUERA  70 CM,PZ,863.36
450901211,MECHA EZETA CILIND TITANIO  4.50 MM,PZ,864.23
451305614,CANDADO 606 IMIT 50 MM TRABA SIMPLE,PZ,865.78
450812184,LIJA AA FENOB G. 40   150 x 45000,PZ,866.96
450812917,CLAVO ESPIRALADO FRACC  1,PZ,869.79
450817203,MACHO TAP A/LAMINADO NF  3/8  x 24,PZ,878.8
451305416,PLANCHUELA 1518 6     x   3/8,PZ,879.13
450303175,PALANQ  LAMINADA 1010  76.20 MM,PZ,884
424581050,MECHA EZETA CILIND TITANIO  8.75 MM,CJ,885.3
451305383,LLAVE PASO DUKE METAL ESFERA 1,PZ,885.78
451305384,LLAVE PASO DUKE METAL ESFERA 1 1/4,PZ,885.78
450819182,ESCARDILLO CORAZON Y PALA 59 MM,PZ,886.485528124
450409223,BALDE CHAPA GALV REF N.10   8 LT,PZ,888.18263751
450409224,CURVA CHAPA GALV CORRUGADA 6 ANG 90,PZ,888.18263751
424595689,GANCHO ESTIRA TEJ GALV 5/16 x  9,PZ,893
424595690,GANCHO ESTIRA TEJ GALV 5/16 x 10,PZ,893
424595691,GANCHO ESTIRA TEJ GALV 5/16 x  8,PZ,893
450814029,MACHO URANGA A/RAPIDO NF    10 x 32,PZ,898.56
424588703,GANCHO P/ARMARIO BCE 30 MM x 100,PZ,900
450409124,CUCHARA GHERARDI SOLDADA N. 7 ROMA,PZ,904.771262646
450409125,CUCHARA GHERARDI SOLDADA N. 8,PZ,904.771262646
450409126,CUCHARA GHERARDI SOLDADA N. 8 ROMA,PZ,904.771262646
450409127,ESTAÃ‘O ALAMBRE C/RESINA 33% x 1 KG,PZ,904.771262646
450409131,ESTAÃ‘O ALAMBRE C/RESINA 50% x 10 U,PZ,904.771262646
450409132,LIMPIA PILETA EL ABUELO C/CABO,PZ,904.771262646
451305615,CANDADO 606 IMIT 63 MM TRABA SIMPLE,PZ,908.39
451100029,CLAVO CAJ PULIDO 14- 40 x 30 KG,PZ,911.06
424581736,MECHA EZETA WIDIA CORTA 16 MM,PQ,911.85
451305405,DISCO XPERT   MAQ SENS 400x3x25 O/A,PZ,915.8
451305406,PLANCHUELA 1518 5     x   1/2,PZ,915.8
451305407,MEMBRANA AUTOADHESIVA 10 CM x 10 MT,PZ,915.8
450818695,MAQ K-10 CORTA CERAMICO 50 CM,PZ,920
450818379,MENSULA DOBLE BLANCA 370 MM,PZ,920.93
450813872,GANCHO CONTRA VIENTO 18 -  40 x 50,PZ,921.44
424596612,CAÃ‘O CONDUIT GALV 3     x 6.40 MT,PZ,921.57
450409149,FRATACHO PINO 12 x 35 CM,PZ,924.931050139
451305394,DISCO XPERT   C/D 178x6.4x22.2 O/A,PZ,937.08
450409195,RODILLO P/CEMENTISTA 120 MM,PZ,938.524506847
450409245,ESCUADRA S JUANA MILIMETRADA 25 CM,PZ,938.524506847
451305385,LLAVE PASO DUKE METAL ESFERA 1 1/2,PZ,942.59
450409272,CABO P/MARTILLO RECTO 0.35 MT,PZ,943.944505456
450819826,MECHA EZETA CILINDRICA A/R  0.40 MM,PZ,950
450409206,SOMBRERETE DOBLE ALA GALV 4,PZ,955.113131984
424596613,CAÃ‘O CONDUIT GALV 4     x 6.40 MT,PZ,955.88
451305409,MEMBRANA AUTOADHESIVA 15 CM x 10 MT,PZ,957.79
451305410,MEMBRANA AUTOADHESIVA 25 CM x 10 MT,PZ,957.79
451305411,PLANCHUELA 1518 5     x   3/8,PZ,957.79
450819438,PALA GHERARDI FORJ CORAZON      C/C,PZ,958
450812925,MACHO URANGA A/ALEADO M 14 x 1.25,PZ,959.92
450812285,CAÃ‘O CONDUIT GALV 1     x 6.40 MT,PZ,970.91
424564982,MECHA EZETA CILIND TITANIO 12.75 MM,PZ,980.91
424596614,MALLA Q 84 2.15x50 MT 150x150x4.0 MM,PZ,995.1
450901212,MECHA EZETA CILIND TITANIO  3.75 MM,PZ,998.64
450901214,MECHA EZETA CILIND TITANIO  3.50 MM,PZ,998.64
451305635,CAÃ‘O RIEGO GREEN   3/4 x 50 MT,PZ,998.83
451305386,LLAVE PASO DUKE METAL ESFERA 2,PZ,999.59
451305631,POLIET ECO 3 x 100 x 100 CRISTAL,PZ,999.59
451404401,CLAVO ACERO GALV 3.0 - 40 x 100,PZ,1005.39
450812948,BROCA MANUAL - MANGO BTU38 3/8,PZ,1006.72
451301764,MECHA EZETA COLA CONICA 50.00 MM,PZ,1009.35
450802152,TENSOR ACERO GALV IMP  5/8,PZ,1012.75
424564364,PITON C/TOPE ABIERTO BCE 19-50 x100,PZ,1013.96
424594623,MACHO URANGA A/ALEADO BSP  1/8 x 28,PZ,1014.37
450801720,MECHA NEIKE WIDIA LARGA 250 10 MM,PZ,1014.58
424599732,ARCO SIERRA CARNICERO C/HOJA 520 MM,PZ,1017.24
424585296,PITON C/TOPE CERRADO BCE 16-35 x200,PZ,1026.72
424588323,PITON C/TOPE CERRADO BCE 17-40 x200,PZ,1026.72
424596168,DISCO AA NO PAST 6 PERF 154  G.180,PZ,1027.2
424596171,DISCO AA NO PAST 6 PERF 154  G.150,PZ,1027.2
424596172,DISCO AA NO PAST 6 PERF 154  G.120,PZ,1027.2
424596173,DISCO AA NO PAST 6 PERF 154  G.100,PZ,1027.2
424596174,DISCO AA NO PAST 6 PERF 154  G. 80,PZ,1027.2
450800579,BANDA AA TELA  75x508 O/A MAD G.120,PZ,1028.86
