Inventory 1,,,,,,,,Inventory 2,,,,,,,,Inventory 3,,,,,,,,,,,,,,
Item,Description,Unit,Cost,,,,,Description,Item,Unit,Cost,,,,,Item,450701238,450818976,450818977,450800832,450801110,450800175,424582395,424570573,450812520,424504541,424572731,424560033,424562533,450802490
450804535,MECHA EZETA COLA CONICA 10.00 MM,PZ,4.93,,,,,MECHA EZETA COLA CONICA 10.00 MM,450804535,PZ,4.93,,,,,,,,,,,,,,,,,,,
424564160,TABLA PLANCHAR STANDARD C/MANGUERO,PZ,4.97,,,,,TABLA PLANCHAR STANDARD C/MANGUERO,424564160,PZ,4.97,,,,,,,,,,,,,,,,,,,
450805097,MECHA EZETA COLA CONICA 20.00 MM,PZ,5.13,,,,,MECHA EZETA COLA CONICA 20.00 MM,450805097,PZ,5.13,,,,,,,,,,,,,,,,,,,
424582140,GANCHO P/CAÃ‘O ESTRUCT 40 x 150,PQ,5.14,,,,,GANCHO P/CAÃ‘O ESTRUCT 40 x 150,424582140,PQ,5.14,,,,,,,,,,,,,,,,,,,
424591593,ALAMB REC NEGRO N.11 2.94 MM,PZ,5.19,,,,,ALAMB REC NEGRO N.11 2.94 MM,424591593,PZ,5.19,,,,,,,,,,,,,,,,,,,
450814043,CADENA NUDO N.13,PZ,5.2,,,,,CADENA NUDO N.13,450814043,PZ,5.2,,,,,,,,,,,,,,,,,,,
424582146,HILO DE POLIP P/ARROLLADORA,PQ,5.29,,,,,HILO DE POLIP P/ARROLLADORA,424582146,PQ,5.29,,,,,,,,,,,,,,,,,,,
450813104,MECHA EZETA COLA CONICA  8.75 MM,PZ,5.29,,,,,MECHA EZETA COLA CONICA  8.75 MM,450813104,PZ,5.29,,,,,,,,,,,,,,,,,,,
450810708,LIJA AA FENOB G. 80   150 x 45000,PZ,5.3,,,,,LIJA AA FENOB G. 80   150 x 45000,450810708,PZ,5.3,,,,,,,,,,,,,,,,,,,
500001062,MECHA MAX PLANA P/MAD    5/16,PZ,5.32,,,,,MECHA MAX PLANA P/MAD    5/16,500001062,PZ,5.32,,,,,,,,,,,,,,,,,,,
424501095,MECHA MAX PLANA P/MAD   11/16,PZ,5.35,,,,,MECHA MAX PLANA P/MAD   11/16,424501095,PZ,5.35,,,,,,,,,,,,,,,,,,,
424560465,CADENA P/PERRO N.12 LARGO 1.70 MT,PZ,5.35,,,,,CADENA P/PERRO N.12 LARGO 1.70 MT,424560465,PZ,5.35,,,,,,,,,,,,,,,,,,,
450811257,TENDEDERO ABANICO VERTICAL,HJ,5.37,,,,,TENDEDERO ABANICO VERTICAL,450811257,HJ,5.37,,,,,,,,,,,,,,,,,,,
424591980,ALAMB REC NEGRO N.13 2.33 MM,PZ,5.39,,,,,ALAMB REC NEGRO N.13 2.33 MM,424591980,PZ,5.39,,,,,,,,,,,,,,,,,,,
424593750,PITON C/TOPE ESCUAD  BCE 18-45 x100,PZ,5.43,,,,,PITON C/TOPE ESCUAD  BCE 18-45 x100,424593750,PZ,5.43,,,,,,,,,,,,,,,,,,,
450810480,MECHA EZETA COLA CONICA 17.75 MM,PZ,5.43,,,,,MECHA EZETA COLA CONICA 17.75 MM,450810480,PZ,5.43,,,,,,,,,,,,,,,,,,,
450802603,MECHA EZETA COLA CONICA 28.50 MM,PZ,5.46,,,,,MECHA EZETA COLA CONICA 28.50 MM,450802603,PZ,5.46,,,,,,,,,,,,,,,,,,,
424570826,CINTA EVEL 5004 LLAVERO 1 MT,PZ,5.57,,,,,CINTA EVEL 5004 LLAVERO 1 MT,424570826,PZ,5.57,,,,,,,,,,,,,,,,,,,
450812634,MECHA EZETA WIDIA BOSCH 22 x 460 MM,PZ,5.57,,,,,MECHA EZETA WIDIA BOSCH 22 x 460 MM,450812634,PZ,5.57,,,,,,,,,,,,,,,,,,,
450814770,PITON S/TOPE CERRADO P/TACO  6 x 50,PZ,5.62,,,,,PITON S/TOPE CERRADO P/TACO  6 x 50,450814770,PZ,5.62,,,,,,,,,,,,,,,,,,,
424501094,TELA M/SOMBRA 100 MT NEGR-VERDE 80%,PZ,5.64,,,,,TELA M/SOMBRA 100 MT NEGR-VERDE 80%,424501094,PZ,5.64,,,,,,,,,,,,,,,,,,,
424591982,ALAMB REC NEGRO N. 9 3.66 MM,PZ,5.64,,,,,ALAMB REC NEGRO N. 9 3.66 MM,424591982,PZ,5.64,,,,,,,,,,,,,,,,,,,
424591983,ALAMB REC NEGRO N.10 3.25 MM,PZ,5.64,,,,,ALAMB REC NEGRO N.10 3.25 MM,424591983,PZ,5.64,,,,,,,,,,,,,,,,,,,
450804718,CEPILLO ACERO CIRCULAR  6x1,PZ,5.65,,,,,CEPILLO ACERO CIRCULAR  6x1,450804718,PZ,5.65,,,,,,,,,,,,,,,,,,,
450811340,CUCHARA GHERARDI FORJ N. 7 ROMA,PZ,5.65,,,,,CUCHARA GHERARDI FORJ N. 7 ROMA,450811340,PZ,5.65,,,,,,,,,,,,,,,,,,,
450812618,MECHA EZETA COLA CONICA  8.50 MM,PZ,5.68,,,,,MECHA EZETA COLA CONICA  8.50 MM,450812618,PZ,5.68,,,,,,,,,,,,,,,,,,,
450600057,PITON C/TOPE CERRADO BCE 21-60 x 50,PZ,5.69,,,,,PITON C/TOPE CERRADO BCE 21-60 x 50,450600057,PZ,5.69,,,,,,,,,,,,,,,,,,,
424566103,MECHA EZETA WIDIA CORTA  4 MM,PZ,5.71,,,,,MECHA EZETA WIDIA CORTA  4 MM,424566103,PZ,5.71,,,,,,,,,,,,,,,,,,,
424580976,MECHA EZETA CILIND TITANIO  8.50 MM,PZ,5.71,,,,,MECHA EZETA CILIND TITANIO  8.50 MM,424580976,PZ,5.71,,,,,,,,,,,,,,,,,,,
450814364,CLAVO P/PARIS FRACC  1 1/2,PZ,5.81,,,,,CLAVO P/PARIS FRACC  1 1/2,450814364,PZ,5.81,,,,,,,,,,,,,,,,,,,
424591594,ALAMB REC NEGRO N.14 2.03 MM,PZ,5.82,,,,,ALAMB REC NEGRO N.14 2.03 MM,424591594,PZ,5.82,,,,,,,,,,,,,,,,,,,
450804722,MECHA EZETA COLA CONICA 15.00 MM,PZ,5.83,,,,,MECHA EZETA COLA CONICA 15.00 MM,450804722,PZ,5.83,,,,,,,,,,,,,,,,,,,
413052648,CLAVO C/CHATA  9-30,PZ,5.97,,,,,CLAVO C/CHATA  9-30,413052648,PZ,5.97,,,,,,,,,,,,,,,,,,,
424583889,LEBRILLO CHAPA GALV REF N.18  25 LT,PZ,5.98,,,,,LEBRILLO CHAPA GALV REF N.18  25 LT,424583889,PZ,5.98,,,,,,,,,,,,,,,,,,,
424572660,CLAVO CAJ PULIDO 12- 35 x 30 KG,PZ,6.05,,,,,CLAVO CAJ PULIDO 12- 35 x 30 KG,424572660,PZ,6.05,,,,,,,,,,,,,,,,,,,
450802726,GUARDACABO GALV   5/8,PZ,6.15,,,,,GUARDACABO GALV   5/8,450802726,PZ,6.15,,,,,,,,,,,,,,,,,,,
450814365,MAQ HORMIGONERA RTO-PIÃ‘ON,PZ,6.17,,,,,MAQ HORMIGONERA RTO-PIÃ‘ON,450814365,PZ,6.17,,,,,,,,,,,,,,,,,,,
500001051,MECHA MAX PLANA P/MAD    9/16,PZ,6.17,,,,,MECHA MAX PLANA P/MAD    9/16,500001051,PZ,6.17,,,,,,,,,,,,,,,,,,,
500001052,MECHA MAX PLANA P/MAD 1  1/8,PZ,6.17,,,,,MECHA MAX PLANA P/MAD 1  1/8,500001052,PZ,6.17,,,,,,,,,,,,,,,,,,,
500001053,MECHA NEIKE WIDIA CORTA  6 MM,PZ,6.17,,,,,MECHA NEIKE WIDIA CORTA  6 MM,500001053,PZ,6.17,,,,,,,,,,,,,,,,,,,
424591984,ALAMB REC NEGRO N.15 1.83 MM,PZ,6.2,,,,,ALAMB REC NEGRO N.15 1.83 MM,424591984,PZ,6.2,,,,,,,,,,,,,,,,,,,
450803609,MACHO URANGA A/RAPIDO M 22 x 2.00,PZ,6.24,,,,,MACHO URANGA A/RAPIDO M 22 x 2.00,450803609,PZ,6.24,,,,,,,,,,,,,,,,,,,
424560054,CORREA SECCION A N.54,PZ,6.29,,,,,CORREA SECCION A N.54,424560054,PZ,6.29,,,,,,,,,,,,,,,,,,,
424591065,MECHA EZETA WIDIA LARGA 200 14 MM,PZ,6.33,,,,,MECHA EZETA WIDIA LARGA 200 14 MM,424591065,PZ,6.33,,,,,,,,,,,,,,,,,,,
424582149,DESTAPAPILETA EL ABUELO CINTA 10 MT,PQ,6.34,,,,,DESTAPAPILETA EL ABUELO CINTA 10 MT,424582149,PQ,6.34,,,,,,,,,,,,,,,,,,,
424570602,CLAVO CAJ PULIDO FRACC  12- 38,PZ,6.35,,,,,CLAVO CAJ PULIDO FRACC  12- 38,424570602,PZ,6.35,,,,,,,,,,,,,,,,,,,
450801339,LIJA AA COLORADO RUBI G.220 E/F,PZ,6.39,,,,,LIJA AA COLORADO RUBI G.220 E/F,450801339,PZ,6.39,,,,,,,,,,,,,,,,,,,
450814363,LIJA AA FENOB G. 50   120 x 45000,PZ,6.4,,,,,LIJA AA FENOB G. 50   120 x 45000,450814363,PZ,6.4,,,,,,,,,,,,,,,,,,,
450818534,MECHA EZETA COLA CONICA  9.25 MM,PZ,6.4,,,,,MECHA EZETA COLA CONICA  9.25 MM,450818534,PZ,6.4,,,,,,,,,,,,,,,,,,,
450812624,MECHA EZETA WIDIA BOSCH 20 x 300 MM,PZ,6.43,,,,,MECHA EZETA WIDIA BOSCH 20 x 300 MM,450812624,PZ,6.43,,,,,,,,,,,,,,,,,,,
450802195,ADAP POZIDRIVE P/AUTOPERF 2 x 25 MM,PZ,6.44,,,,,ADAP POZIDRIVE P/AUTOPERF 2 x 25 MM,450802195,PZ,6.44,,,,,,,,,,,,,,,,,,,
424585820,MECHA EZETA CILIND TITANIO 13.00 MM,PZ,6.48,,,,,MECHA EZETA CILIND TITANIO 13.00 MM,424585820,PZ,6.48,,,,,,,,,,,,,,,,,,,
500000915,MACHO URANGA A/ALEADO NF   10  x 32,PZ,6.5,,,,,MACHO URANGA A/ALEADO NF   10  x 32,500000915,PZ,6.5,,,,,,,,,,,,,,,,,,,
500000916,MACHO URANGA A/ALEADO NF  5/16 x 24,PZ,6.5,,,,,MACHO URANGA A/ALEADO NF  5/16 x 24,500000916,PZ,6.5,,,,,,,,,,,,,,,,,,,
500000917,MACHO URANGA A/ALEADO NF  1/4  x 28,PZ,6.5,,,,,MACHO URANGA A/ALEADO NF  1/4  x 28,500000917,PZ,6.5,,,,,,,,,,,,,,,,,,,
500000918,MACHO URANGA A/ALEADO NF   12  x 28,PZ,6.5,,,,,MACHO URANGA A/ALEADO NF   12  x 28,500000918,PZ,6.5,,,,,,,,,,,,,,,,,,,
450814404,CINTA PASACABLES FLEJE 20 MT,PZ,6.52,,,,,CINTA PASACABLES FLEJE 20 MT,450814404,PZ,6.52,,,,,,,,,,,,,,,,,,,
424583634,CANILLA RTO-PICO BCE CROMADO   1/2,PZ,6.54,,,,,CANILLA RTO-PICO BCE CROMADO   1/2,424583634,PZ,6.54,,,,,,,,,,,,,,,,,,,
450817151,MACHO TAP A/LAMINADO NF  1/4  x 28,PZ,6.54,,,,,MACHO TAP A/LAMINADO NF  1/4  x 28,450817151,PZ,6.54,,,,,,,,,,,,,,,,,,,
424589638,CORREA SECCION A N.50,PZ,6.59,,,,,CORREA SECCION A N.50,424589638,PZ,6.59,,,,,,,,,,,,,,,,,,,
450811768,MECHA EZETA COLA CONICA 10.50 MM,PZ,6.66,,,,,MECHA EZETA COLA CONICA 10.50 MM,450811768,PZ,6.66,,,,,,,,,,,,,,,,,,,
424560093,MENSULA DOBLE ECO NEGRA  170 MM,PZ,6.72,,,,,MENSULA DOBLE ECO NEGRA  170 MM,424560093,PZ,6.72,,,,,,,,,,,,,,,,,,,
450803780,GANCHO CONTRA VIENTO 25 - 200 x 15,PZ,6.72,,,,,GANCHO CONTRA VIENTO 25 - 200 x 15,450803780,PZ,6.72,,,,,,,,,,,,,,,,,,,
500000642,MACHO URANGA A/ALEADO M 10 x 1.25,UD,6.77,,,,,MACHO URANGA A/ALEADO M 10 x 1.25,500000642,UD,6.77,,,,,,,,,,,,,,,,,,,
500000643,MACHO URANGA A/ALEADO M 12 x 1.00,UD,6.77,,,,,MACHO URANGA A/ALEADO M 12 x 1.00,500000643,UD,6.77,,,,,,,,,,,,,,,,,,,
424590149,CINTA EVEL 5005 LLAVERO 1 MT -FRENO,PZ,6.79,,,,,CINTA EVEL 5005 LLAVERO 1 MT -FRENO,424590149,PZ,6.79,,,,,,,,,,,,,,,,,,,
450801389,NIVEL EVEL ALUMINIO 100 CM,PZ,6.83,,,,,NIVEL EVEL ALUMINIO 100 CM,450801389,PZ,6.83,,,,,,,,,,,,,,,,,,,
450803590,MAQ ZONTA RTO-ALMOHADILLAS 33/42,PZ,6.86,,,,,MAQ ZONTA RTO-ALMOHADILLAS 33/42,450803590,PZ,6.86,,,,,,,,,,,,,,,,,,,
424562167,GRIFERIA VENUS DUCHA C/TRANS BLANCO,PZ,6.93,,,,,GRIFERIA VENUS DUCHA C/TRANS BLANCO,424562167,PZ,6.93,,,,,,,,,,,,,,,,,,,
413050707,CLAVO CAJ PULIDO FRACC  12- 25,PZ,6.99,,,,,CLAVO CAJ PULIDO FRACC  12- 25,413050707,PZ,6.99,,,,,,,,,,,,,,,,,,,
450813105,MECHA EZETA COLA CONICA  6.00 MM,PZ,7.02,,,,,MECHA EZETA COLA CONICA  6.00 MM,450813105,PZ,7.02,,,,,,,,,,,,,,,,,,,
450801071,HERRADURA ACANALADA PESADA C/CLIP 0,PZ,7.04,,,,,HERRADURA ACANALADA PESADA C/CLIP 0,450801071,PZ,7.04,,,,,,,,,,,,,,,,,,,
450811844,RIEGO PISTOLA ACOPLE ESPIGA,PZ,7.04,,,,,RIEGO PISTOLA ACOPLE ESPIGA,450811844,PZ,7.04,,,,,,,,,,,,,,,,,,,
450817075,HERRADURA ACANALADA PESADA 2,PZ,7.07,,,,,HERRADURA ACANALADA PESADA 2,450817075,PZ,7.07,,,,,,,,,,,,,,,,,,,
424591985,BANDA AA TELA  75x610 O/A MAD G. 40,PZ,7.11,,,,,BANDA AA TELA  75x610 O/A MAD G. 40,424591985,PZ,7.11,,,,,,,,,,,,,,,,,,,
450801056,MECHA EZETA COLA CONICA 31.50 MM,PZ,7.11,,,,,MECHA EZETA COLA CONICA 31.50 MM,450801056,PZ,7.11,,,,,,,,,,,,,,,,,,,
450801057,MECHA EZETA COLA CONICA 29.25 MM,PZ,7.11,,,,,MECHA EZETA COLA CONICA 29.25 MM,450801057,PZ,7.11,,,,,,,,,,,,,,,,,,,
424561178,MENSULA DOBLE ALUM   170 MM,PZ,7.27,,,,,MENSULA DOBLE ALUM   170 MM,424561178,PZ,7.27,,,,,,,,,,,,,,,,,,,
450810676,SELLADOR APLICADOR A CREMALLERA IMP,PZ,7.39,,,,,SELLADOR APLICADOR A CREMALLERA IMP,450810676,PZ,7.39,,,,,,,,,,,,,,,,,,,
450811816,MAQ ZONTA RTO-TORNILLO DE REGISTRO,PZ,7.73,,,,,MAQ ZONTA RTO-TORNILLO DE REGISTRO,450811816,PZ,7.73,,,,,,,,,,,,,,,,,,,
450802606,GANCHO CONTRA VIENTO 18 -  30 x 50,PZ,7.77,,,,,GANCHO CONTRA VIENTO 18 -  30 x 50,450802606,PZ,7.77,,,,,,,,,,,,,,,,,,,
450811068,BOMBA DE ALUMINIO P/TRASVASE,PZ,7.8,,,,,BOMBA DE ALUMINIO P/TRASVASE,450811068,PZ,7.8,,,,,,,,,,,,,,,,,,,
450813402,CLAVO C/CHATA  8-20,PZ,7.94,,,,,CLAVO C/CHATA  8-20,450813402,PZ,7.94,,,,,,,,,,,,,,,,,,,
450812658,ADAP HEXAG P/AUTOPERF  1/4 x 65 MM,PZ,8.07,,,,,ADAP HEXAG P/AUTOPERF  1/4 x 65 MM,450812658,PZ,8.07,,,,,,,,,,,,,,,,,,,
424560208,MECHA EZETA DOBLE PUNTA 3.75 MM,PZ,8.1,,,,,MECHA EZETA DOBLE PUNTA 3.75 MM,424560208,PZ,8.1,,,,,,,,,,,,,,,,,,,
450818515,CALENTADOR P/GAS MINI ENLOZADO,PZ,8.11,,,,,CALENTADOR P/GAS MINI ENLOZADO,450818515,PZ,8.11,,,,,,,,,,,,,,,,,,,
450811902,CARRETILLA CUART MAGER C/PLATO PLAST,PZ,8.22,,,,,CARRETILLA CUART MAGER C/PLATO PLAST,450811902,PZ,8.22,,,,,,,,,,,,,,,,,,,
424580160,CABO P/LIMA PLANA     200 A 250 MM,EN,8.27,,,,,CABO P/LIMA PLANA     200 A 250 MM,424580160,EN,8.27,,,,,,,,,,,,,,,,,,,
424580159,CUCHARA ROBLE P/ALBAÃ‘IL N.10,PZ,8.32,,,,,CUCHARA ROBLE P/ALBAÃ‘IL N.10,424580159,PZ,8.32,,,,,,,,,,,,,,,,,,,
450814041,MAQ ZONTA RTO-RUEDA INCIDORA,PZ,8.32,,,,,MAQ ZONTA RTO-RUEDA INCIDORA,450814041,PZ,8.32,,,,,,,,,,,,,,,,,,,
450806012,ABRAZ AMERICANA 3004    40 -  55 MM,PZ,8.42,,,,,ABRAZ AMERICANA 3004    40 -  55 MM,450806012,PZ,8.42,,,,,,,,,,,,,,,,,,,
424560055,MECHA EZETA WIDIA BOSCH  8 x 110 MM,PZ,8.45,,,,,MECHA EZETA WIDIA BOSCH  8 x 110 MM,424560055,PZ,8.45,,,,,,,,,,,,,,,,,,,
424560248,ARCO SIERRA CARNICERO RTO-HOJA 620,PZ,8.45,,,,,ARCO SIERRA CARNICERO RTO-HOJA 620,424560248,PZ,8.45,,,,,,,,,,,,,,,,,,,
450802712,BIS FICHA P/SOLD REF  90-22   x 1.5,PZ,8.46,,,,,BIS FICHA P/SOLD REF  90-22   x 1.5,450802712,PZ,8.46,,,,,,,,,,,,,,,,,,,
424575370,ADAP PHILLIPS P/AUTOPERF  2 x 25 MM,PZ,8.47,,,,,ADAP PHILLIPS P/AUTOPERF  2 x 25 MM,424575370,PZ,8.47,,,,,,,,,,,,,,,,,,,
424504957,ANAFE 2 HORN ENLOZ C/ROB GAS ENV,PZ,8.52,,,,,ANAFE 2 HORN ENLOZ C/ROB GAS ENV,424504957,PZ,8.52,,,,,,,,,,,,,,,,,,,
450817146,RUEDA GOMA     MACIZA P/CARRETILLA,PZ,8.61,,,,,RUEDA GOMA     MACIZA P/CARRETILLA,450817146,PZ,8.61,,,,,,,,,,,,,,,,,,,
450810499,MECHA EZETA COLA CONICA 41.50 MM,PZ,8.66,,,,,MECHA EZETA COLA CONICA 41.50 MM,450810499,PZ,8.66,,,,,,,,,,,,,,,,,,,
424581729,MECHA EZETA COLA CONICA 37.00 MM,PZ,8.72,,,,,MECHA EZETA COLA CONICA 37.00 MM,424581729,PZ,8.72,,,,,,,,,,,,,,,,,,,
450813106,MECHA EZETA COLA CONICA  5.50 MM,PZ,8.75,,,,,MECHA EZETA COLA CONICA  5.50 MM,450813106,PZ,8.75,,,,,,,,,,,,,,,,,,,
424560799,CAÃ‘O CRISTAL 10 - 13  x  50 MT,PZ,8.79,,,,,CAÃ‘O CRISTAL 10 - 13  x  50 MT,424560799,PZ,8.79,,,,,,,,,,,,,,,,,,,
450804900,CABLE ACERO  9.5 MM 6 x  7+1,PZ,8.81,,,,,CABLE ACERO  9.5 MM 6 x  7+1,450804900,PZ,8.81,,,,,,,,,,,,,,,,,,,
424570551,CABLE ACERO  3.0 MM 6 x  7+1,PZ,8.84,,,,,CABLE ACERO  3.0 MM 6 x  7+1,424570551,PZ,8.84,,,,,,,,,,,,,,,,,,,
424570585,RIEGO KIT MANGUERA 1/2 x 20 MTS,PZ,8.84,,,,,RIEGO KIT MANGUERA 1/2 x 20 MTS,424570585,PZ,8.84,,,,,,,,,,,,,,,,,,,
424582538,MECHA EZETA WIDIA LARGA 400 25 MM,JG,8.84,,,,,MECHA EZETA WIDIA LARGA 400 25 MM,424582538,JG,8.84,,,,,,,,,,,,,,,,,,,
450600023,SOGA ELASTICA 8 MM,PZ,8.84,,,,,SOGA ELASTICA 8 MM,450600023,PZ,8.84,,,,,,,,,,,,,,,,,,,
450802616,MECHA EZETA COLA CONICA 28.25 MM,PZ,8.85,,,,,MECHA EZETA COLA CONICA 28.25 MM,450802616,PZ,8.85,,,,,,,,,,,,,,,,,,,
450814749,CORTAFRIO GHERARDI CHATO 12-25 350,PZ,8.85,,,,,CORTAFRIO GHERARDI CHATO 12-25 350,450814749,PZ,8.85,,,,,,,,,,,,,,,,,,,
450900454,CLAVO ESCUADRA PUL 23 -  70,PZ,8.89,,,,,CLAVO ESCUADRA PUL 23 -  70,450900454,PZ,8.89,,,,,,,,,,,,,,,,,,,
450813806,CORREA SECCION A N.30,PZ,8.92,,,,,CORREA SECCION A N.30,450813806,PZ,8.92,,,,,,,,,,,,,,,,,,,
424598071,PITON HO PUL ESCUAD  24 -  90 x  50,PZ,8.93,,,,,PITON HO PUL ESCUAD  24 -  90 x  50,424598071,PZ,8.93,,,,,,,,,,,,,,,,,,,
424560155,CADENA P/PERRO N.13 LARGO 2.20 MT,PZ,8.94,,,,,CADENA P/PERRO N.13 LARGO 2.20 MT,424560155,PZ,8.94,,,,,,,,,,,,,,,,,,,
424560157,COLLAR SUELA N.19 LISO - 41 CM,PZ,8.94,,,,,COLLAR SUELA N.19 LISO - 41 CM,424560157,PZ,8.94,,,,,,,,,,,,,,,,,,,
450800366,MECHA EZETA COLA CONICA 22.25 MM,MT,8.95,,,,,MECHA EZETA COLA CONICA 22.25 MM,450800366,MT,8.95,,,,,,,,,,,,,,,,,,,
450812343,CINTA TEFLON    3/4 x 10 MT,PZ,8.96,,,,,CINTA TEFLON    3/4 x 10 MT,450812343,PZ,8.96,,,,,,,,,,,,,,,,,,,
424570579,MACHO URANGA A/RAPIDO NF     3 x 56,PZ,9.04,,,,,MACHO URANGA A/RAPIDO NF     3 x 56,424570579,PZ,9.04,,,,,,,,,,,,,,,,,,,
450811928,MECHA EZETA COLA CONICA 12.75 MM,PZ,9.17,,,,,MECHA EZETA COLA CONICA 12.75 MM,450811928,PZ,9.17,,,,,,,,,,,,,,,,,,,
424561523,MECHA EZETA WIDIA BOSCH 12 x 210 MM,PZ,9.22,,,,,MECHA EZETA WIDIA BOSCH 12 x 210 MM,424561523,PZ,9.22,,,,,,,,,,,,,,,,,,,
450812732,CLAVO C/PERDIDA  6-16,PZ,9.24,,,,,CLAVO C/PERDIDA  6-16,450812732,PZ,9.24,,,,,,,,,,,,,,,,,,,
450801392,MECHA EZETA COLA CONICA 11.50 MM,PZ,9.27,,,,,MECHA EZETA COLA CONICA 11.50 MM,450801392,PZ,9.27,,,,,,,,,,,,,,,,,,,
450818407,CLAVO CAJ PULIDO 12- 38 x 30 KG,PZ,9.34,,,,,CLAVO CAJ PULIDO 12- 38 x 30 KG,450818407,PZ,9.34,,,,,,,,,,,,,,,,,,,
424582142,MECHA EZETA WIDIA LARGA 400 13 MM,PZ,9.36,,,,,MECHA EZETA WIDIA LARGA 400 13 MM,424582142,PZ,9.36,,,,,,,,,,,,,,,,,,,
450814783,RIEGO LANZA   ACOPLE RAPIDO,PZ,9.36,,,,,RIEGO LANZA   ACOPLE RAPIDO,450814783,PZ,9.36,,,,,,,,,,,,,,,,,,,
424502303,CABLE ACERO  5.0 MM 6 x 19+1,PZ,9.5,,,,,CABLE ACERO  5.0 MM 6 x 19+1,424502303,PZ,9.5,,,,,,,,,,,,,,,,,,,
450802702,PITON S/TOPE ESCUAD  P/TACO  4 x100,PZ,9.54,,,,,PITON S/TOPE ESCUAD  P/TACO  4 x100,450802702,PZ,9.54,,,,,,,,,,,,,,,,,,,
450811013,MACHO URANGA A/ALEADO NPT 1/8 x 27,PZ,9.54,,,,,MACHO URANGA A/ALEADO NPT 1/8 x 27,450811013,PZ,9.54,,,,,,,,,,,,,,,,,,,
450813716,MECHA EZETA WIDIA BOSCH 14 x 460 MM,PZ,9.61,,,,,MECHA EZETA WIDIA BOSCH 14 x 460 MM,450813716,PZ,9.61,,,,,,,,,,,,,,,,,,,
424572020,CLAVO CAJ PULIDO FRACC  14- 40,PZ,9.63,,,,,CLAVO CAJ PULIDO FRACC  14- 40,424572020,PZ,9.63,,,,,,,,,,,,,,,,,,,
450814642,MECHA EZETA COLA CONICA  9.75 MM,PZ,9.65,,,,,MECHA EZETA COLA CONICA  9.75 MM,450814642,PZ,9.65,,,,,,,,,,,,,,,,,,,
424573016,SOGA TRENZ P/MOTOR EXPL 5.00 MM,PZ,9.67,,,,,SOGA TRENZ P/MOTOR EXPL 5.00 MM,424573016,PZ,9.67,,,,,,,,,,,,,,,,,,,
424570578,MACHO URANGA A/RAPIDO NF     4 x 48,PZ,9.71,,,,,MACHO URANGA A/RAPIDO NF     4 x 48,424570578,PZ,9.71,,,,,,,,,,,,,,,,,,,
450813304,MECHA FIBRA DE VIDRIO 15.2 MM,PZ,9.81,,,,,MECHA FIBRA DE VIDRIO 15.2 MM,450813304,PZ,9.81,,,,,,,,,,,,,,,,,,,
424566149,CLAVO ESPIRALADO 3      x 20 KG,PZ,9.9,,,,,CLAVO ESPIRALADO 3      x 20 KG,424566149,PZ,9.9,,,,,,,,,,,,,,,,,,,
450302417,TELA M/SOMBRA  50 MT NEGRO      80%,PZ,9.93,,,,,TELA M/SOMBRA  50 MT NEGRO      80%,450302417,PZ,9.93,,,,,,,,,,,,,,,,,,,
450812949,ARAND NEOPREN GRANDE 26 MM,PZ,9.98,,,,,ARAND NEOPREN GRANDE 26 MM,450812949,PZ,9.98,,,,,,,,,,,,,,,,,,,
450814099,CHAIRA BIASSONI RAYADA 12 - 305 MM,PZ,10,,,,,CHAIRA BIASSONI RAYADA 12 - 305 MM,450814099,PZ,10,,,,,,,,,,,,,,,,,,,
450803471,CLAVO ALBAÃ‘IL P/MARCO T/ESCUADRA,PZ,10.04,,,,,CLAVO ALBAÃ‘IL P/MARCO T/ESCUADRA,450803471,PZ,10.04,,,,,,,,,,,,,,,,,,,
450814068,MECHA EZETA COLA CONICA 36.25 MM,PZ,10.05,,,,,MECHA EZETA COLA CONICA 36.25 MM,450814068,PZ,10.05,,,,,,,,,,,,,,,,,,,
450300292,CADENA P/PERRO N.12 LARGO 2.20 MT,PZ,10.21,,,,,CADENA P/PERRO N.12 LARGO 2.20 MT,450300292,PZ,10.21,,,,,,,,,,,,,,,,,,,
450811115,MECHA EZETA COLA CONICA 21.25 MM,PZ,10.22,,,,,MECHA EZETA COLA CONICA 21.25 MM,450811115,PZ,10.22,,,,,,,,,,,,,,,,,,,
424560619,PITON S/TOPE ABIERTO P/TACO  5 x 50,PZ,10.25,,,,,PITON S/TOPE ABIERTO P/TACO  5 x 50,424560619,PZ,10.25,,,,,,,,,,,,,,,,,,,
450813107,MECHA EZETA WIDIA BOSCH 24 x 250 MM,PZ,10.25,,,,,MECHA EZETA WIDIA BOSCH 24 x 250 MM,450813107,PZ,10.25,,,,,,,,,,,,,,,,,,,
450813224,MECHA EZETA COLA CONICA 37.50 MM,PZ,10.34,,,,,MECHA EZETA COLA CONICA 37.50 MM,450813224,PZ,10.34,,,,,,,,,,,,,,,,,,,
424582155,CADENA ENGANCHE N.13 ESCALERA,PQ,10.38,,,,,CADENA ENGANCHE N.13 ESCALERA,424582155,PQ,10.38,,,,,,,,,,,,,,,,,,,
450800649,MECHA EZETA COLA CONICA 34.50 MM,PZ,10.4,,,,,MECHA EZETA COLA CONICA 34.50 MM,450800649,PZ,10.4,,,,,,,,,,,,,,,,,,,
